id,source,target,type,label,date,outcome,presetTags,title
e1,P_ASANGA,EXT_PRA_0014,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e2,P_ASANGA,EXT_PRA_0015,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e3,P_ASANGA,EXT_PRA_0027,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e4,P_ASANGA,T_YOGACARA,underpinning,associated with,,,[],Entity ↔ Underpinning association
e5,P_ASANGA,EXT_PRA_0024,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e6,P_ATISA,EXT_TRA_0001,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e7,P_ATISA,T_KAGYU,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e8,P_ATISA,T_VAJRA,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e9,P_ATISA,YOL_TRA_0005,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e10,P_ATISA,YOL_TRA_0006,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e11,P_ATISA,YOL_TRA_0012,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e12,P_ATISA,EXT_PRA_0014,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e13,P_ATISA,EXT_PRA_0016,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e14,P_ATISA,EXT_PER_0024,meeting_visit,meeting / visit,before 1042,"Received bodhisattva teachings from Serlingpa, journeyed to Tibet, and taught disciples such as Dromtönpa while establishing Kadampa-oriented instruction.","[""kagyu""]","Meeting/visit: Atisha ↔ Serlingpa Dharmakirti<br>Date(s): before 1042<br>Outcome: Received bodhisattva teachings from Serlingpa, journeyed to Tibet, and taught disciples such as Dromtönpa while establishing Kadampa-oriented instruction."
e15,P_ATISA,PL_TIBET,meeting_visit,meeting / visit,1042–1054,"Received bodhisattva teachings from Serlingpa, journeyed to Tibet, and taught disciples such as Dromtönpa while establishing Kadampa-oriented instruction.","[""kagyu"", ""nyingma""]","Meeting/visit: Atisha ↔ Tibet<br>Date(s): 1042–1054<br>Outcome: Received bodhisattva teachings from Serlingpa, journeyed to Tibet, and taught disciples such as Dromtönpa while establishing Kadampa-oriented instruction."
e16,P_ATISA,EXT_PER_0025,meeting_visit,meeting / visit,11th century,"Received bodhisattva teachings from Serlingpa, journeyed to Tibet, and taught disciples such as Dromtönpa while establishing Kadampa-oriented instruction.","[""kagyu""]","Meeting/visit: Atisha ↔ Dromtönpa<br>Date(s): 11th century<br>Outcome: Received bodhisattva teachings from Serlingpa, journeyed to Tibet, and taught disciples such as Dromtönpa while establishing Kadampa-oriented instruction."
e17,EXT_PER_0003,C_MANTRA,underpinning,associated with,,,[],Entity ↔ Underpinning association
e18,EXT_PER_0003,EXT_PRA_0007,underpinning,associated with,,,"[""nyingma""]",Entity ↔ Underpinning association
e19,EXT_PER_0003,EXT_TRA_0001,underpinning,associated with,,,"[""nyingma""]",Entity ↔ Underpinning association
e20,EXT_PER_0003,T_VAJRA,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e21,EXT_PER_0003,YOL_PRA_0007,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e22,EXT_PER_0003,YOL_TRA_0012,underpinning,associated with,,,[],Entity ↔ Underpinning association
e23,YOL_PER_0004,C_MAHAMUDRA,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e24,YOL_PER_0004,T_DRUKPA,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e25,YOL_PER_0004,T_KAGYU,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e26,YOL_PER_0004,YOL_PRA_0007,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e27,YOL_PER_0005,C_MAHAMUDRA,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e28,YOL_PER_0005,YOL_PRA_0007,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e29,YOL_PER_0005,YOL_PRD_0006,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e30,YOL_PER_0005,YOL_TRA_0005,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e31,YOL_PER_0005,YOL_TRA_0012,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e32,EXT_PER_0001,T_MAHAYANA,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e33,EXT_PER_0001,T_VAJRA,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e34,EXT_PER_0001,T_VINAYA,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e35,EXT_PER_0001,YOL_PRA_0007,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e36,EXT_PER_0001,YOL_TRA_0001,underpinning,associated with,,,"[""nyingma""]",Entity ↔ Underpinning association
e37,EXT_PER_0001,YOL_TRA_0012,underpinning,associated with,,,[],Entity ↔ Underpinning association
e38,P_BYANG,C_BODHICITTA,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e39,P_BYANG,T_VAJRA,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e40,P_BYANG,YOL_PRD_0008,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e41,P_BYANG,YOL_TRA_0012,underpinning,associated with,,,[],Entity ↔ Underpinning association
e42,YOL_PER_0006,T_MADHYAMAKA,underpinning,associated with,,,"[""nyingma""]",Entity ↔ Underpinning association
e43,YOL_PER_0006,T_MAHAYANA,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e44,YOL_PER_0006,YOL_PRA_0007,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e45,YOL_PER_0006,YOL_TRA_0005,underpinning,associated with,,,[],Entity ↔ Underpinning association
e46,YOL_PER_0006,EXT_PRA_0039,underpinning,associated with,,,[],Entity ↔ Underpinning association
e47,YOL_PER_0006,EXT_PRA_0030,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e48,YOL_PER_0006,EXT_PRA_0033,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e49,YOL_PER_0007,YOL_PRA_0007,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e50,EXT_PER_0019,T_KAGYU,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e51,EXT_PER_0019,T_VAJRA,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e52,YOL_PER_0010,EXT_PRA_0007,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e53,YOL_PER_0010,T_KAGYU,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e54,YOL_PER_0010,T_VAJRA,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e55,YOL_PER_0010,YOL_PRA_0007,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e56,YOL_PER_0010,YOL_TRA_0005,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e57,YOL_PER_0010,YOL_TRA_0012,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e58,EXT_PER_0015,EXT_TRA_0006,underpinning,associated with,,,[],Entity ↔ Underpinning association
e59,EXT_PER_0015,T_YOGACARA,underpinning,associated with,,,[],Entity ↔ Underpinning association
e60,EXT_PER_0014,EXT_TRA_0006,underpinning,associated with,,,[],Entity ↔ Underpinning association
e61,EXT_PER_0014,T_YOGACARA,underpinning,associated with,,,[],Entity ↔ Underpinning association
e62,EXT_PER_0018,YOL_TRA_0003,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e63,EXT_PER_0018,C_MAHAMUDRA,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e64,EXT_PER_0018,YOL_PRA_0003,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e65,EXT_PER_0018,EXT_PRA_0017,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e66,YOL_PER_0014,YOL_PRA_0007,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e67,YOL_PER_0016,C_MAHAMUDRA,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e68,YOL_PER_0016,YOL_PRA_0007,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e69,YOL_PER_0016,YOL_PRD_0004,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e70,YOL_PER_0016,YOL_PRD_0006,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e71,YOL_PER_0016,YOL_TRA_0010,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e72,YOL_PER_0016,YOL_TRA_0012,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e73,P_GAMPOPA,C_MAHAMUDRA,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e74,P_GAMPOPA,T_DRUKPA,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e75,P_GAMPOPA,T_KAGYU,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e76,P_GAMPOPA,YOL_PRA_0007,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e77,P_GAMPOPA,YOL_PRD_0004,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e78,P_GAMPOPA,YOL_TRA_0012,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e79,P_GAMPOPA,EXT_PRA_0024,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e80,P_GAMPOPA,C_BODHICITTA,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e81,P_GAMPOPA,EXT_PRA_0014,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e82,P_GAMPOPA,EXT_PRA_0015,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e83,P_GAMPOPA,EXT_PRA_0032,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e84,P_GAMPOPA,EXT_PRA_0033,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e85,P_GAMPOPA,EXT_PRA_0034,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e86,P_GAMPOPA,EXT_PRA_0041,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e87,P_GAMPOPA,P_MILAREPA,meeting_visit,meeting / visit,12th century,"On his way to meet Milarepa, Gampopa fell ill in Dingri, supplicated the lama, and eventually met him at Tashi Gang","[""drukpa"", ""kagyu""]","Meeting/visit: Gampopa ↔ Milarepa<br>Date(s): 12th century<br>Outcome: On his way to meet Milarepa, Gampopa fell ill in Dingri, supplicated the lama, and eventually met him at Tashi Gang"
e88,P_GAMPOPA,YOL_PLA_0009,meeting_visit,meeting / visit,12th century journey west,"after training with Milarepa he went to Dagla Gampo, where he taught and institutionalized the fused Kadampa-Mahamudra lineage.","[""drukpa"", ""kagyu""]","Meeting/visit: Gampopa ↔ Dingri<br>Date(s): 12th century journey west<br>Outcome: after training with Milarepa he went to Dagla Gampo, where he taught and institutionalized the fused Kadampa-Mahamudra lineage."
e89,P_GAMPOPA,EXT_PLA_0020,meeting_visit,meeting / visit,after training with Milarepa,"On his way to meet Milarepa, Gampopa fell ill in Dingri, supplicated the lama, and eventually met him at Tashi Gang; after training with Milarepa he went to Dagla Gampo, where he taught and institutionalized the fused Kadampa-Mahamudra lineage.","[""drukpa"", ""kagyu""]","Meeting/visit: Gampopa ↔ Tashi Gang<br>Date(s): after training with Milarepa<br>Outcome: On his way to meet Milarepa, Gampopa fell ill in Dingri, supplicated the lama, and eventually met him at Tashi Gang; after training with Milarepa he went to Dagla Gampo, where he taught and institutionalized the fused Kadampa-Mahamudra lineage."
e90,YOL_PER_0022,C_MAHAMUDRA,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e91,YOL_PER_0022,T_DRUKPA,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e92,YOL_PER_0022,T_KAGYU,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e93,YOL_PER_0022,YOL_PRA_0007,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e94,YOL_PER_0025,YOL_TRA_0005,underpinning,associated with,,,[],Entity ↔ Underpinning association
e95,P_RGOD,C_RETREAT,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e96,P_RGOD,T_DRUKPA,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e97,P_RGOD,T_KAGYU,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e98,P_RGOD,YOL_PRA_0007,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e99,EXT_PER_0016,T_VINAYA,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e100,EXT_PER_0016,EXT_PRA_0004,underpinning,associated with,,,"[""nyingma""]",Entity ↔ Underpinning association
e101,EXT_PER_0016,EXT_PRA_0035,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e102,YOL_PER_0031,T_KAGYU,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e103,YOL_PER_0031,T_MAHAYANA,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e104,YOL_PER_0031,YOL_TRA_0005,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e105,YOL_PER_0031,YOL_TRA_0011,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e106,YOL_PER_0031,YOL_TRA_0012,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e107,YOL_PER_0031,EXT_PRA_0035,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e108,YOL_PER_0031,EXT_PRA_0036,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e109,YOL_PER_0031,T_VINAYA,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e110,YOL_PER_0031,C_BODHICITTA,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e111,YOL_PER_0032,EXT_TRA_0001,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e112,YOL_PER_0032,T_KAGYU,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e113,YOL_PER_0032,YOL_TRA_0005,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e114,YOL_PER_0032,YOL_TRA_0010,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e115,YOL_PER_0032,YOL_TRA_0011,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e116,YOL_PER_0032,YOL_TRA_0012,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e117,YOL_PER_0034,YOL_TRA_0010,underpinning,associated with,,,"[""nyingma""]",Entity ↔ Underpinning association
e118,YOL_PER_0034,YOL_PRD_0006,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e119,YOL_PER_0034,EXT_PRA_0043,underpinning,associated with,,,"[""nyingma""]",Entity ↔ Underpinning association
e120,YOL_PER_0034,EXT_PER_0008,meeting_visit,meeting / visit,18th century,Received the Heart-Essence of the Vast Expanse from Longchenpa in visions and transmitted it onward to Jigme Gyalwai Nyugu.,"[""drukpa"", ""kagyu"", ""nyingma""]",Meeting/visit: Jigme Lingpa ↔ Longchenpa<br>Date(s): 18th century<br>Outcome: Received the Heart-Essence of the Vast Expanse from Longchenpa in visions and transmitted it onward to Jigme Gyalwai Nyugu.
e121,EXT_PER_0007,EXT_PRA_0006,underpinning,associated with,,,"[""nyingma""]",Entity ↔ Underpinning association
e122,EXT_PER_0007,T_VAJRA,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e123,EXT_PER_0007,YOL_PRA_0007,underpinning,associated with,,,"[""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e124,EXT_PER_0007,YOL_TRA_0005,underpinning,associated with,,,"[""nyingma""]",Entity ↔ Underpinning association
e125,EXT_PER_0007,YOL_TRA_0010,underpinning,associated with,,,"[""nyingma""]",Entity ↔ Underpinning association
e126,EXT_PER_0007,YOL_TRA_0012,underpinning,associated with,,,"[""nyingma""]",Entity ↔ Underpinning association
e127,EXT_PER_0013,T_MAHAYANA,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e128,EXT_PER_0013,EXT_PRA_0012,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e129,EXT_PER_0013,EXT_PRA_0013,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e130,EXT_PER_0013,EXT_PRA_0004,underpinning,associated with,,,"[""nyingma""]",Entity ↔ Underpinning association
e131,EXT_PER_0013,EXT_PRA_0014,underpinning,associated with,,,"[""kagyu""]",Entity ↔ Underpinning association
e132,EXT_PER_0013,T_MADHYAMAKA,underpinning,associated with,,,"[""nyingma""]",Entity ↔ Underpinning association
e133,EXT_PER_0013,T_YOGACARA,underpinning,associated with,,,[],Entity ↔ Underpinning association
e134,EXT_PER_0013,EXT_TRA_0006,underpinning,associated with,,,[],Entity ↔ Underpinning association
e135,EXT_PER_0013,EXT_PRA_0021,underpinning,associated with,,,"[""nyingma""]",Entity ↔ Underpinning association
e136,EXT_PER_0013,EXT_PRA_0022,underpinning,associated with,,,[],Entity ↔ Underpinning association
e137,EXT_PER_0013,EXT_PRA_0023,underpinning,associated with,,,[],Entity ↔ Underpinning association
e138,EXT_PER_0010,EXT_TRA_0001,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e139,EXT_PER_0010,T_DRUKPA,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e140,EXT_PER_0010,T_KAGYU,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e141,EXT_PER_0010,YOL_PRA_0007,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e142,EXT_PER_0010,YOL_TRA_0005,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e143,EXT_PER_0010,YOL_TRA_0012,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e144,YOL_PER_0036,C_MAHAMUDRA,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e145,YOL_PER_0036,T_DRUKPA,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e146,YOL_PER_0036,T_KAGYU,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e147,YOL_PER_0036,T_VAJRA,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e148,YOL_PER_0036,YOL_PRA_0007,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e149,YOL_PER_0036,YOL_PRD_0006,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e150,YOL_PER_0038,T_DRUKPA,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e151,YOL_PER_0038,T_KAGYU,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e152,YOL_PER_0038,YOL_PRA_0007,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e153,YOL_PER_0038,YOL_TRA_0010,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e154,YOL_PER_0039,C_MAHAMUDRA,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e155,YOL_PER_0039,C_PILGRIMAGE,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e156,YOL_PER_0039,C_RETREAT,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e157,YOL_PER_0039,T_DRUKPA,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e158,YOL_PER_0039,YOL_PRA_0007,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e159,YOL_PER_0039,YOL_PRD_0006,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e160,P_RANG,C_PILGRIMAGE,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e161,P_RANG,C_RETREAT,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e162,P_RANG,T_DRUKPA,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e163,P_RANG,T_KAGYU,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e164,P_RANG,YOL_PRA_0007,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e165,P_GLING,C_RETREAT,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e166,P_GLING,T_DRUKPA,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e167,P_GLING,T_KAGYU,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e168,P_GLING,YOL_PRA_0007,underpinning,associated with,,,"[""drukpa"", ""kagyu""]",Entity ↔ Underpinning association
e169,EXT_PER_0008,T_VAJRA,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e170,EXT_PER_0008,YOL_PRA_0011,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e171,EXT_PER_0008,YOL_PRD_0008,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e172,EXT_PER_0008,YOL_TRA_0012,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e173,EXT_PER_0008,YOL_TRA_0010,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e174,EXT_PER_0008,YOL_PRD_0006,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e175,EXT_PER_0008,EXT_PRA_0043,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e176,EXT_PER_0008,EXT_PRA_0044,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e177,EXT_PER_0008,EXT_PRA_0024,underpinning,associated with,,,"[""drukpa"", ""kagyu"", ""nyingma""]",Entity ↔ Underpinning association
e178,EXT_PER_0008,YOL_PLA_0048,meeting_visit,meeting / visit,c. 1320,"Ordained and studied at Samye, trained for six years at Sangphu Neutog, met Kumaradza at Yartö Khyam in 1335 and received the Vima Nyingthig lineage, and later spent a politically forced period in Bhutan/Bumthang.","[""drukpa"", ""kagyu"", ""nyingma""]","Meeting/visit: Longchenpa ↔ Samye<br>Date(s): c. 1320<br>Outcome: Ordained and studied at Samye, trained for six years at Sangphu Neutog, met Kumaradza at Yartö Khyam in 1335 and received the Vima Nyingthig lineage, and later spent a politically forced period in Bhutan/Bumthang."
e179,EXT_PER_0008,EXT_PLA_0018,meeting_visit,meeting / visit,1327–1333,"Ordained and studied at Samye, trained for six years at Sangphu Neutog, met Kumaradza at Yartö Khyam in 1335 and received the Vima Nyingthig lineage, and later spent a politically forced period in Bhutan/Bumthang.","[""drukpa"", ""kagyu"", ""nyingma""]","Meeting/visit: Longchenpa ↔ Sangphu Neutog<br>Date(s): 1327–1333<br>Outcome: Ordained and studied at Samye, trained for six years at Sangphu Neutog, met Kumaradza at Yartö Khyam in 1335 and received the Vima Nyingthig lineage, and later spent a politically forced period in Bhutan/Bumthang."
e180,EXT_PER_0008,EXT_PER_0032,meeting_visit,meeting / visit,1335,"Ordained and studied at Samye, trained for six years at Sangphu Neutog, met Kumaradza at Yartö Khyam in 1335 and received the Vima Nyingthig lineage, and later spent a politically forced period in Bhutan/Bumthang.","[""drukpa"", ""kagyu"", ""nyingma""]","Meeting/visit: Longchenpa ↔ Kumaradza<br>Date(s): 1335<br>Outcome: Ordained and studied at Samye, trained for six years at Sangphu Neutog, met Kumaradza at Yartö Khyam in 1335 and received the Vima Nyingthig lineage, and later spent a politically forced period in Bhutan/Bumthang."
e181,EXT_PER_0008,EXT_PLA_0019,meeting_visit,meeting / visit,14th century exile,"Ordained and studied at Samye, trained for six years at Sangphu Neutog, met Kumaradza at Yartö Khyam in 1335 and received the Vima Nyingthig lineage, and later spent a politically forced period in Bhutan/Bumthang.","[""drukpa"", ""kagyu"", ""nyingma""]","Meeting/visit: Longchenpa ↔ Yartö Khyam<br>Date(s): 14th century exile<br>Outcome: Ordained and studied at Samye, trained for six years at Sangphu Neutog, met Kumaradza at Yartö Khyam in 1335 and received the Vima Nyingthig lineage, and later spent a politically forced period in Bhutan/Bumthang."
e182,EXT_PER_0008,YOL_PLA_0004,meeting_visit,meeting / visit,,"Ordained and studied at Samye, trained for six years at Sangphu Neutog, met Kumaradza at Yartö Khyam in 1335 and received the Vima Nyingthig lineage, and later spent a politically forced period in Bhutan/Bumthang.","[""drukpa"", ""kagyu"", ""nyingma""]","Meeting/visit: Longchenpa ↔ Bhutan<br>Outcome: Ordained and studied at Samye, trained for six years at Sangphu Neutog, met Kumaradza at Yartö Khyam in 1335 and received the Vima Nyingthig lineage, and later spent a politically forced period in Bhutan/Bumthang."
